record_type,population,emotion,trajectory,statistic,value,quintile,target_class,development_q20,development_q40,development_q60,development_q80
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.07661072008662696,3,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.40362750406063885,3,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.5197617758527342,3,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.07071713147410359,4,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.398406374501992,4,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.5308764940239044,4,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.05667038275733928,5,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.3963210702341137,5,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.5470085470085471,5,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.06752554420257663,1,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.3029764549089294,1,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.6294980008884941,1,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.07271963009667928,2,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.35855401429171924,2,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.5687263556116016,2,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.06672333191670209,3,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.3671908202294943,3,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.5660858478538037,3,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.06083916083916084,4,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.37272727272727274,4,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.5664335664335665,4,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.05763546798029557,5,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.3724137931034483,5,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,assessment,arousal,peak_displacement,target_class_rate,0.5699507389162561,5,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.06982408660351827,1,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.40622462787550745,1,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.5239512855209743,1,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.0817320703653586,2,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.40920162381596753,2,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.5090663058186738,2,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.09041689225771521,3,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.39171629669734703,3,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.5178668110449377,3,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.07794316644113668,4,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.39242219215155616,4,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.5296346414073072,4,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.06576454668470906,5,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.3550744248985115,5,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,change,target_class_rate,0.5791610284167794,5,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.061936495491963936,1,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.33045864366914934,1,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.6076048608388868,1,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.0699604743083004,2,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.37707509881422924,2,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.5529644268774704,2,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.05825242718446602,3,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.39257070493879276,3,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.5491768678767412,3,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.06869600987248047,4,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.36569313039901274,4,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.5656108597285068,4,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.0628858024691358,5,REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.3194444444444444,5,UNREGISTERED_LOOP,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,assessment,conviction,change,target_class_rate,0.6176697530864198,5,NO_REGISTERED_COMPLETION,-0.5228527474447764,-0.11988371023415516,0.21331833275547696,0.6105041972474908
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.07334235453315291,1,REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.39079837618403246,1,UNREGISTERED_LOOP,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.5358592692828146,1,NO_REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.09039242219215156,2,REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.38863328822733423,2,UNREGISTERED_LOOP,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.5209742895805142,2,NO_REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.07282079047103411,3,REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.3876556578234976,3,UNREGISTERED_LOOP,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.5395235517054683,3,NO_REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.08064952638700948,4,REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.3956698240866035,4,UNREGISTERED_LOOP,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.523680649526387,4,NO_REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
development_frozen_quintile_target_rate,development,conviction,acceleration,target_class_rate,0.06847090663058186,5,REGISTERED_COMPLETION,-0.7399882243693666,-0.20394222071723592,0.2438136765609207,0.7710158160053604
